Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Albert Park,28 Dinsdale St,4,h,,S,Marshall,17/9/2016,3.3,3206,3,1,0,236,,,Port Phillip City Council,-37.8454,144.9521,Southern Metropolitan,3280
Albert Park,90 Danks St,3,h,,S,Marshall,18/3/2017,3.3,3206,3,1,2,300,,,Port Phillip City Council,-37.8457,144.9479,Southern Metropolitan,3280
Albert Park,129 Kerferd Rd,3,h,1900000,S,Greg,18/3/2017,3.3,3206,3,1,0,209,,1900,Port Phillip City Council,-37.8468,144.9546,Southern Metropolitan,3280
Albert Park,97 Page St,3,h,3010000,S,Greg,18/3/2017,3.3,3206,3,2,0,147,146,1890,Port Phillip City Council,-37.8473,144.9551,Southern Metropolitan,3280
Albert Park,36 Ashworth St,3,h,,SP,Marshall,18/6/2016,3.3,3206,3,1,0,173,,,Port Phillip City Council,-37.8482,144.9513,Southern Metropolitan,3280
Albert Park,55 Withers St,4,h,2800000,VB,Cayzer,18/6/2016,3.3,3206,4,3,1,327,254,1910,Port Phillip City Council,-37.8467,144.9475,Southern Metropolitan,3280
Albert Park,18 Herbert St,3,h,,SN,Cayzer,19/11/2016,3.3,3206,3,1,0,169,,,Port Phillip City Council,-37.8448,144.9578,Southern Metropolitan,3280
Albert Park,10/140 Kerferd Rd,2,u,647000,S,Greg,22/5/2016,3.3,3206,2,1,1,0,,,Port Phillip City Council,-37.846,144.9542,Southern Metropolitan,3280
Albert Park,9 Merton Pl,3,h,,SP,Marshall,22/5/2016,3.3,3206,3,2,1,122,,,Port Phillip City Council,-37.845,144.9545,Southern Metropolitan,3280
Albert Park,55 Merton St,3,h,2100000,SP,Marshall,23/4/2016,3.3,3206,2,1,1,120,123,1900,Port Phillip City Council,-37.8427,144.9546,Southern Metropolitan,3280
Albert Park,16 Dinsdale St,3,h,,S,Greg,24/9/2016,3.3,3206,3,2,1,241,119,1990,Port Phillip City Council,-37.8452,144.9518,Southern Metropolitan,3280
Albert Park,51 Graham St,2,h,,PI,Marshall,24/9/2016,3.3,3206,2,2,1,225,,,Port Phillip City Council,-37.8441,144.9479,Southern Metropolitan,3280
Albert Park,143 Kerferd Rd,7,h,,SN,hockingstuart,24/9/2016,3.3,3206,7,7,0,435,,,Port Phillip City Council,-37.8473,144.9539,Southern Metropolitan,3280
Albert Park,49 Page St,3,h,2000000,PI,Marshall,24/9/2016,3.3,3206,3,1,1,238,131,1890,Port Phillip City Council,-37.8461,144.9528,Southern Metropolitan,3280
Albert Park,13/52 Moubray St,1,u,442500,S,Marshall,25/2/2017,3.3,3206,1,1,0,0,34,1970,Port Phillip City Council,-37.8421,144.9517,Southern Metropolitan,3280
Albert Park,115 Page St,4,h,4735000,S,Marshall,25/2/2017,3.3,3206,4,2,1,330,207,1910,Port Phillip City Council,-37.8477,144.9558,Southern Metropolitan,3280
Albert Park,32 Page St,2,h,1340000,S,Greg,25/2/2017,3.3,3206,2,1,0,136,,,Port Phillip City Council,-37.846,144.9517,Southern Metropolitan,3280
Albert Park,34 Richardson St,3,h,1801000,S,hockingstuart,25/2/2017,3.3,3206,3,1,1,202,,,Port Phillip City Council,-37.8429,144.9493,Southern Metropolitan,3280
Albert Park,2b Dundas Pl,3,h,1532000,S,Chisholm,26/7/2016,3.3,3206,3,3,1,0,,,Port Phillip City Council,-37.8415,144.9585,Southern Metropolitan,3280
Albert Park,22 Greig St,3,h,3755000,S,Greg,26/7/2016,3.3,3206,3,2,2,325,,,Port Phillip City Council,-37.8413,144.95,Southern Metropolitan,3280
Albert Park,27 Barrett St,4,h,2140000,S,Greg,27/6/2016,3.3,3206,3,2,1,183,145,1880,Port Phillip City Council,-37.8434,144.9495,Southern Metropolitan,3280
Albert Park,3 Faussett St,2,u,1810000,PI,Marshall,27/6/2016,3.3,3206,,,,,,,Port Phillip City Council,,,Southern Metropolitan,3280
Albert Park,44 Greig St,2,h,1750000,S,Marshall,27/11/2016,3.3,3206,2,1,1,162,,,Port Phillip City Council,-37.8416,144.9488,Southern Metropolitan,3280
Albert Park,6 Brooke St,2,h,980000,S,Greg,28/5/2016,3.3,3206,2,1,0,79,68,1890,Port Phillip City Council,-37.8387,144.9519,Southern Metropolitan,3280
Albert Park,7 Herbert Pl,2,h,,SP,Marshall,28/5/2016,3.3,3206,2,1,0,99,65,1900,Port Phillip City Council,-37.8438,144.9588,Southern Metropolitan,3280
Albert Park,8 Kerferd Pl,4,h,,SP,Marshall,28/5/2016,3.3,3206,4,2,0,230,185,1900,Port Phillip City Council,-37.842,144.958,Southern Metropolitan,3280
Albert Park,5 Reed St,3,h,,SN,Greg,28/5/2016,3.3,3206,3,2,1,141,,,Port Phillip City Council,-37.8446,144.945,Southern Metropolitan,3280
Albert Park,227a Danks St,3,h,2030000,S,hockingstuart,28/8/2016,3.3,3206,3,2,0,152,,,Port Phillip City Council,-37.8488,144.9551,Southern Metropolitan,3280
Albert Park,17 Reed St,3,h,1740000,PI,Marshall,28/8/2016,3.3,3206,3,2,2,147,134,1890,Port Phillip City Council,-37.8448,144.9453,Southern Metropolitan,3280
Albert Park,74 Bridport St,3,h,2800000,VB,Buxton,30/7/2016,3.3,3206,3,3,1,0,,,Port Phillip City Council,-37.8399,144.9577,Southern Metropolitan,3280
Albert Park,9 Durham St,1,h,985000,S,Marshall,30/7/2016,3.3,3206,1,1,0,81,54,1900,Port Phillip City Council,-37.8411,144.9497,Southern Metropolitan,3280
Alphington,30 Austin St,3,h,,SN,McGrath,3/9/2016,6.4,3078,3,2,1,174,122,2003,Darebin City Council,-37.7818,145.0198,Northern Metropolitan,2211
Alphington,6 Smith St,4,h,2000000,S,Brace,3/9/2016,6.4,3078,3,2,4,853,263,1930,Darebin City Council,-37.7707,145.0318,Northern Metropolitan,2211
Alphington,5/6 Yarralea St,3,h,1110000,S,Jellis,3/9/2016,6.4,3078,3,2,2,208,,2013,Darebin City Council,-37.7854,145.0325,Northern Metropolitan,2211
Alphington,136A Fulham Rd,3,h,1492000,S,Jellis,4/3/2017,6.4,3078,3,2,2,411,,,Darebin City Council,-37.7713,145.0279,Northern Metropolitan,2211
Alphington,1/9 Roemer Cr,2,u,480000,PI,Miles,7/5/2016,6.4,3078,,,,,,,Darebin City Council,,,Northern Metropolitan,2211
Alphington,4 Tuckett St,3,h,,S,Jellis,7/5/2016,6.4,3078,3,1,3,922,,,Darebin City Council,-37.7812,145.0235,Northern Metropolitan,2211
Alphington,2/21 Fulham Rd,3,t,1304000,SP,Holland,8/10/2016,6.4,3078,,,,,,,Darebin City Council,,,Northern Metropolitan,2211
Alphington,44 Shiers St,4,h,1717500,S,Collins,8/10/2016,6.4,3078,4,2,1,599,203,1925,Darebin City Council,-37.7717,145.031,Northern Metropolitan,2211
Alphington,83 Fulham Rd,5,h,2840000,S,Nelson,12/6/2016,6.4,3078,5,4,4,809,165,1910,Darebin City Council,-37.775,145.0268,Northern Metropolitan,2211
Alphington,29 Alphington St,5,h,,S,Collins,12/11/2016,6.4,3078,5,3,4,743,,1915,Darebin City Council,-37.7845,145.0208,Northern Metropolitan,2211
Alphington,3/19 Harker St,2,u,525500,S,Miles,12/11/2016,6.4,3078,2,1,1,88,60,1960,Darebin City Council,-37.7791,145.0306,Northern Metropolitan,2211
Alphington,4/2 Miller St,2,t,805000,S,Miles,12/11/2016,6.4,3078,2,2,3,155,140,2004,Darebin City Council,-37.7804,145.0308,Northern Metropolitan,2211
Alphington,2/5 Yarana Rd,2,u,465000,S,McGrath,12/11/2016,6.4,3078,2,1,1,0,,,Darebin City Council,-37.7773,145.0314,Northern Metropolitan,2211
Alphington,4/5 Chandler Hwy,4,t,,PN,Nelson,13/8/2016,6.4,3078,,,,,,,Darebin City Council,,,Northern Metropolitan,2211
Alphington,69 Lucerne Cr,3,h,1480000,S,Nelson,13/8/2016,6.4,3078,,,,,,,Darebin City Council,,,Northern Metropolitan,2211
Alphington,815 Heidelberg Rd,3,h,2000000,PI,hockingstuart,15/10/2016,6.4,3078,3,3,2,686,,,Darebin City Council,-37.78,145.0341,Northern Metropolitan,2211
Alphington,44 Naroon Rd,3,h,1540000,S,Nelson,16/4/2016,6.4,3078,3,1,2,592,,,Darebin City Council,-37.7755,145.0288,Northern Metropolitan,2211
Alphington,11 Tower Av,4,h,,S,Jellis,16/4/2016,6.4,3078,,,,,,,Darebin City Council,,,Northern Metropolitan,2211
Alphington,1/17 Rex Av,2,u,590000,PI,Nelson,17/9/2016,6.4,3078,,,,,,,Darebin City Council,,,Northern Metropolitan,2211
Alphington,3/98 Grange Rd,2,u,820000,S,Nelson,18/3/2017,6.4,3078,2,1,1,183,,,Darebin City Council,-37.7747,145.0264,Northern Metropolitan,2211
Alphington,10 Bennett St,4,h,1830000,S,Nelson,19/11/2016,6.4,3078,4,2,2,606,112,1970,Darebin City Council,-37.7743,145.0316,Northern Metropolitan,2211
Alphington,38 Bennett St,4,h,2100000,S,Nelson,19/11/2016,6.4,3078,4,2,2,575,271,2008,Darebin City Council,-37.7723,145.0319,Northern Metropolitan,2211
Alphington,2c Hamilton St,3,h,865000,SP,hockingstuart,22/5/2016,6.4,3078,3,1,1,180,131,2010,Darebin City Council,-37.7802,145.0243,Northern Metropolitan,2211
Alphington,5/5 Yarana Rd,2,u,390000,VB,Nelson,22/5/2016,6.4,3078,2,1,1,0,60,1960,Darebin City Council,-37.7773,145.0314,Northern Metropolitan,2211
Alphington,7/7 Chandler Hwy,2,t,650000,SP,Brace,24/9/2016,6.4,3078,0,1,0,0,,,Darebin City Council,-37.7848,145.025,Northern Metropolitan,2211
Alphington,1/14 Fulham Rd,2,u,512000,S,Love,25/2/2017,6.4,3078,2,1,1,0,61,1965,Darebin City Council,-37.7805,145.0262,Northern Metropolitan,2211
Alphington,17 Lowther St,3,h,1361000,S,Collins,25/2/2017,6.4,3078,,,,,,,Darebin City Council,-37.7796,145.0285,Northern Metropolitan,2211
Alphington,29 Naroon Rd,4,h,,SP,Jellis,25/2/2017,6.4,3078,4,2,2,597,,,Darebin City Council,-37.7765,145.0283,Northern Metropolitan,2211
Alphington,13a Fulham Rd,3,h,1310000,S,Jellis,26/7/2016,6.4,3078,,,,,,,Darebin City Council,,,Northern Metropolitan,2211
Alphington,32/23 Coate Av,3,h,570000,VB,Thomas,27/6/2016,6.4,3078,,,,,,,Darebin City Council,,,Northern Metropolitan,2211
Alphington,22 Lowther St,3,h,1165000,S,Barry,27/6/2016,6.4,3078,3,1,2,979,,,Darebin City Council,-37.7792,145.029,Northern Metropolitan,2211
Alphington,6/11 Broomfield Av,2,u,530000,S,Jellis,27/11/2016,6.4,3078,,,,,,,Darebin City Council,,,Northern Metropolitan,2211
Alphington,11 Margaret Gr,4,h,1900000,SP,McGrath,27/11/2016,6.4,3078,4,2,2,556,272,1930,Darebin City Council,-37.7844,145.0225,Northern Metropolitan,2211
Alphington,21 Como St,5,h,,SN,Nelson,28/8/2016,6.4,3078,5,2,2,552,211,1916,Darebin City Council,-37.7829,145.0337,Northern Metropolitan,2211
Alphington,6 Naroon Rd,3,h,1485000,SP,McGrath,28/8/2016,6.4,3078,3,0,0,597,,,Darebin City Council,-37.7781,145.0284,Northern Metropolitan,2211
Alphington,42 Shiers St,4,h,1950000,S,Jellis,30/7/2016,6.4,3078,4,2,3,589,210,1920,Darebin City Council,-37.7719,145.0309,Northern Metropolitan,2211
Altona,158 Queen St,3,h,520000,VB,Greg,3/9/2016,13.8,3018,3,2,1,352,242,2015,Hobsons Bay City Council,-37.87,144.825,Western Metropolitan,5301
Altona,59 Bracken Gr,5,h,1525000,S,Greg,3/12/2016,13.8,3018,5,3,3,729,268,2005,Hobsons Bay City Council,-37.8721,144.8105,Western Metropolitan,5301
Altona,1/123 Blyth St,2,t,720000,S,hockingstuart,4/2/2016,13.8,3018,2,1,2,292,125,2013,Hobsons Bay City Council,-37.8687,144.8197,Western Metropolitan,5301
Altona,4 Blyth St,3,h,1120000,S,Barlow,4/3/2017,13.8,3018,3,1,2,506,120,1930,Hobsons Bay City Council,-37.8693,144.8375,Western Metropolitan,5301
Altona,20 Linnet St,4,h,780000,PI,Sweeney,4/6/2016,13.8,3018,4,1,4,655,,,Hobsons Bay City Council,-37.868,144.8154,Western Metropolitan,5301
Altona,29 Rose St,4,h,1780000,SP,Greg,4/6/2016,13.8,3018,4,3,6,1057,220,1962,Hobsons Bay City Council,-37.8681,144.819,Western Metropolitan,5301
Altona,1/170 Blyth St,3,u,630000,S,Barlow,6/8/2016,13.8,3018,2,1,2,311,94,1955,Hobsons Bay City Council,-37.8702,144.8143,Western Metropolitan,5301
Altona,5/35 Grieve Pde,2,u,406000,SP,hockingstuart,6/8/2016,13.8,3018,2,1,1,65,,,Hobsons Bay City Council,-37.8693,144.8171,Western Metropolitan,5301
Altona,156 Maidstone St,3,h,660000,VB,Greg,7/5/2016,13.8,3018,3,1,1,602,123,1955,Hobsons Bay City Council,-37.8616,144.8116,Western Metropolitan,5301
Altona,11 Keeshan Ct,3,h,683500,S,Greg,7/11/2016,13.8,3018,3,1,1,530,,,Hobsons Bay City Council,-37.8594,144.817,Western Metropolitan,5301
Altona,1/4 Deavey Ct,2,u,540000,VB,hockingstuart,8/10/2016,13.8,3018,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5301
Altona,1/136 Queen St,2,u,580000,S,Barlow,8/10/2016,13.8,3018,2,1,1,225,93,1988,Hobsons Bay City Council,-37.8696,144.827,Western Metropolitan,5301
Altona,173 Queen St,3,h,1335000,S,hockingstuart,8/10/2016,13.8,3018,3,1,4,777,22,1953,Hobsons Bay City Council,-37.8697,144.8249,Western Metropolitan,5301
Altona,1/265 Queen St,3,t,800000,SP,hockingstuart,8/10/2016,13.8,3018,3,2,2,280,,1997,Hobsons Bay City Council,-37.8734,144.8143,Western Metropolitan,5301
Altona,3/26 Grieve Pde,2,u,510000,S,Village,10/9/2016,13.8,3018,2,1,1,127,76,1990,Hobsons Bay City Council,-37.8686,144.8182,Western Metropolitan,5301
Altona,261 Queen St,4,h,1070000,S,Barlow,10/9/2016,13.8,3018,4,2,2,695,,,Hobsons Bay City Council,-37.8733,144.8147,Western Metropolitan,5301
Altona,4/5 Rose St,2,u,425000,S,hockingstuart,10/9/2016,13.8,3018,2,1,2,115,57,1980,Hobsons Bay City Council,-37.871,144.8185,Western Metropolitan,5301
Altona,1/60 David St,3,u,605000,S,Jas,10/12/2016,13.8,3018,3,2,2,230,,,Hobsons Bay City Council,-37.8646,144.827,Western Metropolitan,5301
Altona,1A Merritt Ct,3,t,705000,S,hockingstuart,11/2/2017,13.8,3018,3,2,2,197,152,,Hobsons Bay City Council,-37.8579,144.8181,Western Metropolitan,5301
Altona,4/31 Millers Rd,2,u,391000,SP,Greg,11/2/2017,13.8,3018,2,1,1,0,65,1965,Hobsons Bay City Council,-37.8678,144.8384,Western Metropolitan,5301
Altona,111/112 Pier St,2,u,440000,SP,hockingstuart,11/2/2017,13.8,3018,2,1,1,0,,,Hobsons Bay City Council,-37.8659,144.831,Western Metropolitan,5301
Altona,24 Wren St,4,h,845000,S,hockingstuart,11/2/2017,13.8,3018,4,1,2,745,130,1950,Hobsons Bay City Council,-37.8658,144.8155,Western Metropolitan,5301
Altona,54 Seves St,3,h,766000,S,Williams,11/3/2017,13.8,3018,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5301
Altona,1/152 Blyth St,3,t,743000,SP,Gunn&Co,12/11/2016,13.8,3018,3,2,2,211,176,,Hobsons Bay City Council,-37.8698,144.816,Western Metropolitan,5301
Altona,2/6 Galvin St,3,t,650000,SP,Williams,12/11/2016,13.8,3018,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5301
Altona,4/57 Blyth St,3,u,730000,SP,Barlow,13/8/2016,13.8,3018,3,2,1,69,141,2014,Hobsons Bay City Council,-37.868,144.8286,Western Metropolitan,5301
Altona,10 Wilga Av,3,t,916500,S,hockingstuart,13/8/2016,13.8,3018,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5301
Altona,164 Maidstone St,3,h,635000,S,Sweeney,14/5/2016,13.8,3018,3,1,4,625,,1960,Hobsons Bay City Council,-37.8611,144.8114,Western Metropolitan,5301
Altona,3/25 Rayner St,2,u,620000,SP,hockingstuart,14/5/2016,13.8,3018,2,1,1,168,,,Hobsons Bay City Council,-37.8676,144.8202,Western Metropolitan,5301
Altona,3/46 Sargood St,2,u,447000,S,Burnham,15/10/2016,13.8,3018,2,1,1,137,77,1990,Hobsons Bay City Council,-37.8655,144.8299,Western Metropolitan,5301
Altona,1/57 Blyth St,3,u,730000,SP,Barlow,16/4/2016,13.8,3018,3,2,1,70,,,Hobsons Bay City Council,-37.868,144.8287,Western Metropolitan,5301
Altona,22 Fenfield St,3,h,678000,S,hockingstuart,16/4/2016,13.8,3018,3,1,2,606,87,1950,Hobsons Bay City Council,-37.8608,144.8124,Western Metropolitan,5301
Altona,5/8 David St,2,u,580000,PI,Biggin,16/7/2016,13.8,3018,2,2,1,175,76,2013,Hobsons Bay City Council,-37.8687,144.8268,Western Metropolitan,5301
Altona,1/28 Seves St,3,h,712000,S,hockingstuart,17/9/2016,13.8,3018,3,1,2,363,,,Hobsons Bay City Council,-37.8674,144.8375,Western Metropolitan,5301
Altona,27 McIntyre Dr,3,h,840000,SP,Greg,18/3/2017,13.8,3018,3,2,2,534,136,1965,Hobsons Bay City Council,-37.86,144.8245,Western Metropolitan,5301
Altona,4 Boyd St,3,h,980000,S,Barlow,19/11/2016,13.8,3018,3,1,2,724,,,Hobsons Bay City Council,-37.8672,144.817,Western Metropolitan,5301
Altona,5a Emu Av,4,h,1000000,S,Barlow,19/11/2016,13.8,3018,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5301
Altona,12 Spear Ct,3,t,605100,S,hockingstuart,22/5/2016,13.8,3018,3,2,0,265,,,Hobsons Bay City Council,-37.8583,144.8172,Western Metropolitan,5301
Altona,185 Queen St,3,h,880000,PI,Barlow,22/8/2016,13.8,3018,3,3,1,577,,,Hobsons Bay City Council,-37.8699,144.8235,Western Metropolitan,5301
Altona,3/20 Mulga St,3,u,577000,S,Williams,23/4/2016,13.8,3018,3,2,1,205,113,2007,Hobsons Bay City Council,-37.8684,144.815,Western Metropolitan,5301
Altona,95 Blyth St,4,h,,SN,hockingstuart,25/2/2017,13.8,3018,4,2,3,504,,,Hobsons Bay City Council,-37.8677,144.8252,Western Metropolitan,5301
Altona,51 Millers Rd,4,h,1030000,S,Barlow,25/2/2017,13.8,3018,4,1,0,797,,,Hobsons Bay City Council,-37.8663,144.8387,Western Metropolitan,5301
Altona,2/119 Railway St N,3,u,605000,S,Barlow,25/2/2017,13.8,3018,3,1,2,181,,,Hobsons Bay City Council,-37.8659,144.822,Western Metropolitan,5301
Altona,12 Ransom Av,3,h,685000,S,Barlow,25/2/2017,13.8,3018,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5301
Altona,2/5 Rose St,2,u,,PI,Point,25/2/2017,13.8,3018,2,1,1,117,58,1980,Hobsons Bay City Council,-37.871,144.8185,Western Metropolitan,5301
Altona,24 McIntyre Dr,3,h,753000,S,Barlow,27/6/2016,13.8,3018,3,2,2,529,,,Hobsons Bay City Council,-37.8612,144.8247,Western Metropolitan,5301
Altona,104 Maidstone St,2,h,857000,SP,hockingstuart,27/11/2016,13.8,3018,2,2,1,675,100,1950,Hobsons Bay City Council,-37.8653,144.8129,Western Metropolitan,5301
Altona,49 Bent St,3,h,1500000,S,Barlow,28/5/2016,13.8,3018,3,1,1,929,,,Hobsons Bay City Council,-37.8651,144.832,Western Metropolitan,5301
Altona,5/57 Blyth St,3,u,730000,SP,Barlow,28/5/2016,13.8,3018,3,2,1,70,3,2014,Hobsons Bay City Council,-37.868,144.8285,Western Metropolitan,5301
Altona,15 Kookaburra St,3,h,900000,S,Sweeney,28/5/2016,13.8,3018,3,1,4,697,,,Hobsons Bay City Council,-37.871,144.8075,Western Metropolitan,5301
Altona,219 Civic Pde,3,h,740000,S,Greg,28/8/2016,13.8,3018,3,1,2,604,,,Hobsons Bay City Council,-37.8631,144.8195,Western Metropolitan,5301
Altona,3 Curtin Ct,4,h,931000,S,Sweeney,28/8/2016,13.8,3018,4,2,3,532,,1970,Hobsons Bay City Council,-37.8637,144.8365,Western Metropolitan,5301
Altona,2/60 David St,2,h,535600,SP,Compton,30/7/2016,13.8,3018,2,1,1,154,91,1996,Hobsons Bay City Council,-37.8646,144.8272,Western Metropolitan,5301
Altona North,1 Beuron Rd,3,h,,SP,Williams,3/9/2016,11.1,3025,3,1,1,620,108,1950,Hobsons Bay City Council,-37.829,144.848,Western Metropolitan,5132
Altona North,45 Hearn St,5,h,1085000,S,FN,3/9/2016,11.1,3025,5,3,6,592,251,1965,Hobsons Bay City Council,-37.8388,144.8567,Western Metropolitan,5132
Altona North,4 Knapp St,3,h,781000,S,Jas,3/9/2016,11.1,3025,3,1,2,533,117,1970,Hobsons Bay City Council,-37.8291,144.835,Western Metropolitan,5132
Altona North,103 Sixth Av,4,h,857500,S,hockingstuart,3/9/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,80A Hansen St,4,h,960000,S,Sweeney,4/3/2017,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,21 Hatherley Gr,3,h,750000,SP,Jas,4/3/2017,11.1,3025,3,1,3,554,,,Hobsons Bay City Council,-37.8449,144.85,Western Metropolitan,5132
Altona North,3/66 Marion St,2,t,421000,S,hockingstuart,4/3/2017,11.1,3025,2,1,1,77,77,2009,Hobsons Bay City Council,-37.8351,144.8529,Western Metropolitan,5132
Altona North,153 Mills St,3,h,1405000,S,Sweeney,4/3/2017,11.1,3025,3,1,3,655,,,Hobsons Bay City Council,-37.8338,144.8562,Western Metropolitan,5132
Altona North,1/70 Misten Av,2,h,,S,hockingstuart,4/3/2017,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,33 Carthy St,3,h,683000,S,FN,4/6/2016,11.1,3025,3,1,2,534,167,1967,Hobsons Bay City Council,-37.8284,144.8355,Western Metropolitan,5132
Altona North,47 Ginifer Av,3,h,,SN,Barry,4/6/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,16 Harris St,3,h,623000,S,Sweeney,4/6/2016,11.1,3025,3,1,3,540,,,Hobsons Bay City Council,-37.8267,144.8368,Western Metropolitan,5132
Altona North,1/5 Little St,3,h,720000,VB,Greg,6/8/2016,11.1,3025,3,2,1,0,130,2012,Hobsons Bay City Council,-37.8379,144.8583,Western Metropolitan,5132
Altona North,58a Clematis Av,4,t,780000,S,hockingstuart,7/5/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,1/77 Hansen St,3,u,720000,S,hockingstuart,7/5/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,21 Joel Av,3,h,705000,SP,Village,7/5/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,1/95 Mills St,3,h,588000,S,Williams,7/5/2016,11.1,3025,3,1,1,328,118,1970,Hobsons Bay City Council,-37.838,144.8555,Western Metropolitan,5132
Altona North,2/5 Stapley Cr,4,h,720000,VB,hockingstuart,7/5/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,5 Binns St,3,h,710000,PI,Village,7/11/2016,11.1,3025,3,1,3,540,116,1960,Hobsons Bay City Council,-37.8294,144.8378,Western Metropolitan,5132
Altona North,2/9 First Av,2,h,550000,SP,RT,7/11/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,1/28 Irwin Av,3,u,640000,VB,hockingstuart,7/11/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,3/49 Misten Av,3,h,537500,SP,hockingstuart,7/11/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,29a The Broadway,4,t,,PN,Williams,7/11/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,25 Allan St,4,h,875000,SP,Jas,8/10/2016,11.1,3025,3,1,4,559,169,1965,Hobsons Bay City Council,-37.8448,144.8529,Western Metropolitan,5132
Altona North,9 Fourth Av,3,h,800000,S,Barlow,8/10/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,11a Edward Av,3,t,713500,S,Greg,10/9/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,45 Freemans Rd,4,h,,PN,hockingstuart,10/12/2016,11.1,3025,4,2,5,537,196,1960,Hobsons Bay City Council,-37.8261,144.8391,Western Metropolitan,5132
Altona North,21 Hatherley Gr,3,h,700000,VB,Jas,10/12/2016,11.1,3025,3,1,3,554,,,Hobsons Bay City Council,-37.8449,144.85,Western Metropolitan,5132
Altona North,1B Paproth Gr,2,h,551000,SP,RT,10/12/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,7 Seventh Av,3,h,685000,SP,Greg,10/12/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,1/256 Mason St,2,t,640000,S,Williams,11/3/2017,11.1,3025,2,1,1,252,,1965,Hobsons Bay City Council,-37.8397,144.8602,Western Metropolitan,5132
Altona North,21 Allan St,4,h,650000,SP,Williams,12/6/2016,11.1,3025,4,1,4,558,,,Hobsons Bay City Council,-37.8451,144.8529,Western Metropolitan,5132
Altona North,56a First Av,3,h,925000,SP,RT,12/11/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,63a First Av,3,h,,PI,RT,13/8/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,59 Misten Av,2,h,,PI,Greg,13/8/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,85a First Av,3,t,670000,VB,Greg,14/5/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,22 Joel Av,3,h,680000,SP,Hunter,14/5/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,11 Mahon Av,3,h,765000,S,Greg,14/5/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,2/36 May St,3,h,675000,S,hockingstuart,14/5/2016,11.1,3025,3,2,2,171,109,2012,Hobsons Bay City Council,-37.8337,144.8554,Western Metropolitan,5132
Altona North,11 Beevers St,3,h,708000,S,Greg,15/10/2016,11.1,3025,3,1,2,585,97,1960,Hobsons Bay City Council,-37.8258,144.8523,Western Metropolitan,5132
Altona North,2/10 Cleghorn Av,3,t,656000,SP,Gunn&Co,15/10/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,2 Edward Av,4,h,883000,S,hockingstuart,15/10/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,10 Murphy St,4,h,965000,SP,Gunn&Co,15/10/2016,11.1,3025,4,1,4,851,,,Hobsons Bay City Council,-37.8345,144.8444,Western Metropolitan,5132
Altona North,128 Second Av,3,h,870000,S,Hunter,15/10/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,5/24 Valerian Av,3,h,681000,PI,Village,15/10/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
